Time - milli sec,Voltage,Current,Remained Battery - Arbitrary,Consumed Current,Lidar Distance - in mm,Throttle,PWM Value
50889,15.51,9.87,99.6,5.2,594,1280,1310
50984,15.82,7.29,99.6,5.21,596,1280,1310
51079,15.63,9.75,99.6,5.22,588,1283,1313
51174,15.56,9.75,99.6,5.23,582,1285,1315
51269,15.91,8.11,99.6,5.24,573,1288,1318
51364,15.65,10.81,99.6,5.25,565,1290,1320
51459,15.72,9.99,99.6,5.26,562,1290,1320
51554,16.04,7.52,99.59,5.27,563,1290,1320
51649,15.2,9.87,99.59,5.28,560,1289,1319
51744,15.87,9.52,99.59,5.29,568,1289,1319
51839,15.68,7.4,99.59,5.3,567,1289,1319
51934,15.96,8.7,99.59,5.31,566,1289,1319
52028,15.79,8.23,99.59,5.32,569,1289,1319
52123,15.44,10.22,99.59,5.33,571,1289,1319
52218,15.48,9.05,99.59,5.34,571,1289,1319
52313,15.7,8.58,99.59,5.35,578,1289,1319
52408,15.91,8.34,99.59,5.36,583,1289,1319
52503,15.65,10.69,99.59,5.37,585,1289,1319
52598,15.92,9.64,99.59,5.38,586,1289,1319
52693,15.86,10.22,99.58,5.4,590,1289,1319
52788,15.56,10.22,99.58,5.41,593,1289,1319
52883,15.8,9.75,99.58,5.42,591,1289,1319
52978,15.82,8.34,99.58,5.43,594,1289,1319
53073,15.92,8.93,99.58,5.44,593,1289,1319
53168,15.72,9.28,99.58,5.45,590,1289,1319
53263,15.56,9.52,99.58,5.46,593,1290,1320
53358,15.68,10.69,99.58,5.47,593,1291,1321
53453,15.98,10.46,99.58,5.48,593,1291,1321
53547,15.75,8.7,99.58,5.49,594,1291,1321
53642,15.82,8.46,99.58,5.5,595,1292,1322
53737,15.41,10.11,99.58,5.51,599,1291,1321
53832,15.7,10.22,99.58,5.52,598,1291,1321
53928,15.27,11.16,99.57,5.54,601,1291,1321
54022,15.6,10.34,99.57,5.55,605,1290,1320
54117,15.46,10.81,99.57,5.56,601,1289,1319
54212,15.79,8.7,99.57,5.57,605,1289,1319
54307,15.86,10.81,99.57,5.58,603,1289,1319
54402,15.98,9.17,99.57,5.59,604,1288,1318
54497,15.55,9.52,99.57,5.6,602,1288,1318
54592,15.5,9.99,99.57,5.61,600,1288,1318
54687,15.84,7.17,99.57,5.62,601,1288,1318
54782,15.68,8.58,99.57,5.63,601,1288,1318
54878,16.13,8.7,99.57,5.64,598,1286,1316
54972,15.65,9.52,99.57,5.65,594,1286,1316
55067,15.91,9.75,99.56,5.66,592,1286,1316
55162,15.94,7.4,99.56,5.67,590,1286,1316
55257,15.92,8.58,99.56,5.68,583,1286,1316
55352,15.43,11.28,99.56,5.69,581,1286,1316
55447,15.75,9.99,99.56,5.7,579,1286,1316
55542,15.68,9.75,99.56,5.71,575,1286,1316
55636,15.75,8.46,99.56,5.72,573,1286,1316
55732,15.94,9.87,99.56,5.73,573,1286,1316
55826,15.62,10.81,99.56,5.75,574,1285,1315
55922,15.86,9.28,99.56,5.76,573,1284,1314
56016,15.94,6.58,99.56,5.76,573,1284,1314
56112,15.41,9.75,99.56,5.77,571,1283,1313
56206,15.62,9.75,99.56,5.78,569,1282,1312
56301,15.5,8.11,99.55,5.79,567,1282,1312
56396,15.63,11.05,99.55,5.81,563,1283,1313
56491,15.87,7.29,99.55,5.81,559,1282,1312
56586,15.84,7.99,99.55,5.82,554,1282,1312
56681,16.08,8.34,99.55,5.83,546,1283,1313
56776,15.92,8.11,99.55,5.84,536,1283,1313
56872,15.46,9.75,99.55,5.85,528,1284,1314
56965,15.86,9.75,99.55,5.86,518,1285,1315
57061,15.8,8.81,99.55,5.87,507,1292,1322
57156,15.7,10.11,99.55,5.88,500,1298,1328
57251,15.38,11.52,99.55,5.9,495,1300,1330
57346,15.5,10.46,99.55,5.91,498,1300,1330
57441,15.67,11.05,99.54,5.92,506,1300,1330
57536,15.7,8.7,99.54,5.93,520,1298,1328
57631,15.62,10.34,99.54,5.94,537,1298,1328
57726,16.01,9.05,99.54,5.95,552,1296,1326
57821,15.96,8.11,99.54,5.96,569,1287,1317
57916,15.63,9.52,99.54,5.97,593,1288,1318
58011,15.41,11.28,99.54,5.98,611,1292,1322
58106,15.82,7.64,99.54,5.99,624,1294,1324
58201,15.65,9.52,99.54,6,625,1294,1324
58296,15.75,9.75,99.54,6.01,623,1294,1324
58391,15.75,10.69,99.54,6.03,621,1293,1323
58485,15.89,9.99,99.54,6.04,620,1293,1323
58581,15.5,10.22,99.53,6.05,625,1293,1323
58675,15.43,11.52,99.53,6.06,624,1293,1323
58770,15.75,10.22,99.53,6.07,625,1284,1314
58865,15.75,8.34,99.53,6.08,624,1280,1310
58960,15.89,7.76,99.53,6.09,620,1277,1307
59055,15.55,9.28,99.53,6.1,615,1278,1308
59150,15.84,7.64,99.53,6.11,605,1286,1316
59245,16.01,8.7,99.53,6.12,593,1289,1319
59340,15.77,9.28,99.53,6.13,582,1289,1319
59435,15.51,10.46,99.53,6.14,574,1289,1319
59530,15.87,7.4,99.53,6.15,568,1289,1319
59625,15.56,11.28,99.53,6.16,569,1289,1319
59720,15.48,9.87,99.53,6.17,570,1289,1319
59815,15.72,9.87,99.52,6.18,572,1281,1311
59910,15.91,7.64,99.52,6.19,573,1282,1312
60005,15.72,7.99,99.52,6.2,573,1284,1314
60100,15.67,10.22,99.52,6.21,571,1284,1314
60195,15.74,8.23,99.52,6.22,566,1284,1314
60290,15.7,9.17,99.52,6.23,565,1285,1315
60384,15.74,8.23,99.52,6.24,564,1286,1316
60479,15.72,9.87,99.52,6.25,564,1288,1318
60574,15.44,12.22,99.52,6.26,563,1288,1318
60669,15.53,9.28,99.52,6.28,563,1288,1318
60764,15.65,9.52,99.52,6.29,559,1288,1318
60859,15.77,11.75,99.52,6.3,558,1288,1318
60954,15.63,9.52,99.51,6.31,562,1288,1318
61049,15.63,9.4,99.51,6.32,563,1288,1318
61144,15.44,11.28,99.51,6.33,563,1289,1319
61239,15.55,11.87,99.51,6.35,565,1289,1319
61334,15.72,10.22,99.51,6.36,564,1289,1319
61429,15.65,8.46,99.51,6.37,567,1289,1319
61524,15.87,10.46,99.51,6.38,564,1290,1320
61619,15.89,8.93,99.51,6.39,569,1292,1322
61713,15.99,9.87,99.51,6.4,570,1292,1322
61808,15.98,9.75,99.51,6.41,571,1292,1322
61903,15.87,10.22,99.51,6.42,575,1292,1322
61998,15.51,10.22,99.51,6.43,575,1293,1323
62093,15.38,10.11,99.5,6.44,579,1293,1323
62189,15.44,11.4,99.5,6.46,585,1292,1322
62283,15.65,10.34,99.5,6.47,591,1292,1322
62378,15.62,10.34,99.5,6.48,593,1289,1319
62473,15.72,8.93,99.5,6.49,597,1290,1320
62568,15.74,9.64,99.5,6.5,600,1290,1320
62663,15.7,9.4,99.5,6.51,599,1290,1320
62758,15.51,9.52,99.5,6.52,600,1290,1320
62853,15.65,9.87,99.5,6.53,599,1290,1320
62948,15.86,8.11,99.5,6.54,599,1290,1320
63043,15.32,11.4,99.5,6.55,599,1290,1320
63138,15.67,10.22,99.5,6.56,598,1290,1320
63233,15.34,10.81,99.49,6.58,600,1289,1319
63328,15.7,7.64,99.49,6.59,597,1289,1319
63423,15.94,8.58,99.49,6.6,598,1289,1319
63518,15.53,9.4,99.49,6.61,600,1289,1319
63613,15.58,9.05,99.49,6.62,597,1289,1319
63708,15.98,10.34,99.49,6.63,599,1290,1320
63803,15.51,10.81,99.49,6.64,599,1291,1321
63897,15.51,10.22,99.49,6.65,598,1292,1322
63993,15.41,11.05,99.49,6.66,597,1292,1322
64088,15.79,9.28,99.49,6.67,599,1293,1323
64182,15.41,11.87,99.49,6.69,601,1293,1323
64278,15.43,11.05,99.48,6.7,604,1294,1324
64372,15.74,9.87,99.48,6.71,607,1294,1324
64467,15.68,10.58,99.48,6.72,609,1294,1324
64562,15.39,10.46,99.48,6.73,609,1296,1326
64658,15.77,11.63,99.48,6.75,614,1294,1324
64751,15.46,10.58,99.48,6.76,618,1294,1324
64847,15.79,8.11,99.48,6.77,625,1294,1324
64942,15.87,9.17,99.48,6.78,625,1294,1324
65037,15.72,9.87,99.48,6.79,623,1294,1324
65132,15.48,9.75,99.48,6.8,625,1293,1323
65227,15.5,10.22,99.48,6.81,625,1294,1324
65321,15.79,11.16,99.48,6.82,624,1294,1324
65417,15.79,9.64,99.47,6.83,623,1294,1324
65512,15.77,9.17,99.47,6.84,621,1293,1323
65607,15.77,9.87,99.47,6.85,625,1292,1322
65702,15.5,11.75,99.47,6.87,625,1292,1322
65797,15.29,11.05,99.47,6.88,625,1291,1321
65892,15.67,9.52,99.47,6.89,623,1290,1320
65987,15.55,8.34,99.47,6.9,624,1290,1320
66081,15.82,9.4,99.47,6.91,622,1289,1319
66176,15.51,9.64,99.47,6.92,625,1289,1319
66271,16.23,5.76,99.47,6.93,625,1290,1320
66366,15.53,11.05,99.47,6.94,625,1289,1319
66461,15.91,11.05,99.47,6.95,623,1290,1320
66556,15.86,9.87,99.46,6.96,621,1289,1319
66651,15.74,8.34,99.46,6.97,622,1289,1319
66747,15.89,7.52,99.46,6.98,621,1289,1319
66841,15.58,9.87,99.46,6.99,618,1289,1319
66936,15.87,8.34,99.46,7,620,1289,1319
67032,15.84,8.46,99.46,7.01,617,1288,1318
67126,15.8,9.75,99.46,7.02,619,1286,1316
67221,15.32,11.16,99.46,7.03,618,1286,1316
67316,15.84,9.28,99.46,7.04,617,1286,1316
67411,15.91,7.29,99.46,7.05,616,1286,1316
67506,15.89,8.11,99.46,7.06,613,1286,1316
67601,15.86,10.11,99.46,7.07,610,1286,1316
67696,16.01,7.05,99.46,7.08,611,1286,1316
67791,15.94,10.11,99.45,7.09,608,1286,1316
67885,15.68,10.46,99.45,7.1,603,1286,1316
67980,15.8,9.17,99.45,7.11,600,1286,1316
68075,15.68,10.34,99.45,7.12,596,1286,1316
68170,15.38,10.93,99.45,7.14,598,1286,1316
68265,15.56,9.17,99.45,7.15,590,1286,1316
68360,15.91,8.23,99.45,7.16,592,1286,1316
68455,15.75,9.52,99.45,7.17,588,1286,1316
68551,15.67,10.69,99.45,7.18,590,1286,1316
68645,15.63,10.46,99.45,7.19,587,1286,1316
68740,15.79,9.99,99.45,7.2,582,1284,1314
68835,15.75,9.28,99.45,7.21,579,1284,1314
68930,15.74,8.93,99.44,7.22,575,1284,1314
69025,15.46,10.46,99.44,7.23,574,1284,1314
69121,15.84,8.93,99.44,7.24,572,1284,1314
69215,15.55,8.46,99.44,7.25,571,1284,1314
69309,15.67,8.81,99.44,7.26,571,1284,1314
69405,15.68,7.52,99.44,7.27,567,1284,1314
69500,15.68,7.76,99.44,7.28,568,1284,1314
69595,16.01,7.05,99.44,7.29,562,1284,1314
69690,15.48,8.11,99.44,7.3,561,1284,1314
69785,15.75,10.46,99.44,7.31,561,1284,1314
69880,16.01,8.93,99.44,7.32,559,1284,1314
69975,15.58,8.7,99.44,7.33,558,1284,1314
70070,15.82,9.52,99.44,7.34,554,1283,1313
70165,15.55,8.23,99.43,7.35,556,1282,1312
70259,15.75,8.46,99.43,7.36,556,1281,1311
70355,15.89,8.23,99.43,7.36,555,1282,1312
70450,15.62,9.87,99.43,7.38,551,1281,1311
70544,15.92,8.93,99.43,7.39,547,1281,1311
70640,15.58,8.81,99.43,7.4,545,1282,1312
70735,16.06,8.81,99.43,7.41,542,1282,1312
70830,15.6,8.46,99.43,7.41,537,1283,1313
70925,15.84,9.05,99.43,7.42,535,1283,1313
71019,15.96,8.11,99.43,7.43,532,1284,1314
71114,15.72,9.75,99.43,7.44,531,1284,1314
71209,15.55,8.23,99.43,7.45,526,1284,1314
71304,15.65,10.34,99.43,7.47,529,1284,1314
71399,15.63,8.93,99.43,7.48,528,1284,1314
71494,15.55,9.52,99.42,7.49,527,1284,1314
71589,15.84,7.76,99.42,7.49,527,1284,1314
71684,15.63,10.22,99.42,7.51,528,1284,1314
71778,15.79,8.11,99.42,7.51,525,1284,1314
71874,15.51,10.34,99.42,7.53,526,1284,1314
71969,15.48,10.22,99.42,7.54,523,1284,1314
72064,15.43,9.99,99.42,7.55,523,1285,1315
72158,15.67,10.46,99.42,7.56,524,1286,1316
72253,15.58,9.4,99.42,7.57,519,1287,1317
72349,15.96,8.7,99.42,7.58,526,1287,1317
72443,15.6,10.22,99.42,7.59,524,1287,1317
72539,15.68,8.46,99.42,7.6,526,1288,1318
72633,15.86,9.05,99.41,7.61,525,1288,1318
72728,15.68,9.17,99.41,7.62,524,1288,1318
72824,15.82,9.4,99.41,7.63,525,1289,1319
72918,15.87,9.52,99.41,7.64,528,1289,1319
73013,15.24,9.99,99.41,7.65,530,1291,1321
73108,15.72,10.46,99.41,7.67,533,1292,1322
73203,15.92,9.64,99.41,7.68,537,1293,1323
73298,15.38,11.75,99.41,7.69,542,1292,1322
73393,15.58,9.05,99.41,7.7,549,1292,1322
73488,15.91,8.58,99.41,7.71,559,1292,1322
73583,15.77,9.28,99.41,7.72,567,1288,1318
73678,15.89,11.52,99.41,7.73,578,1272,1302
73773,15.77,7.87,99.4,7.74,584,1272,1302
73868,15.89,7.05,99.4,7.75,583,1271,1301
73963,15.6,7.99,99.4,7.76,575,1272,1302
74058,15.77,6.93,99.4,7.76,564,1275,1305
74152,15.94,8.46,99.4,7.77,543,1285,1315
74248,15.91,9.64,99.4,7.78,524,1289,1319
74342,15.6,9.17,99.4,7.79,503,1292,1322
74438,15.6,9.52,99.4,7.81,493,1292,1322
74533,15.44,11.28,99.4,7.82,493,1292,1322
74628,15.77,8.81,99.4,7.83,494,1291,1321
74723,15.65,9.05,99.4,7.84,497,1290,1320
74818,15.8,8.46,99.4,7.85,505,1289,1319
74913,15.62,10.46,99.4,7.86,509,1289,1319
75007,15.84,9.75,99.39,7.87,516,1289,1319
75102,15.99,9.17,99.39,7.88,520,1290,1320
75197,15.44,10.11,99.39,7.89,525,1290,1320
75292,15.79,9.64,99.39,7.9,531,1291,1321
75387,15.74,9.87,99.39,7.91,536,1290,1320
75482,15.2,11.87,99.39,7.93,546,1290,1320
75577,15.8,9.99,99.39,7.94,551,1291,1321
75672,15.77,10.11,99.39,7.95,560,1291,1321
75767,15.62,10.11,99.39,7.96,564,1268,1298
75862,15.92,8.34,99.39,7.97,568,1284,1314
75957,15.62,9.17,99.39,7.98,565,1313,1344
76051,15.32,15.63,99.38,8,561,1305,1335
76146,15.72,12.46,99.38,8.01,565,1296,1326
76242,15.62,11.4,99.38,8.02,579,1333,1364
76337,15.34,12.57,99.38,8.04,603,1266,1296
76431,15.7,8.46,99.38,8.05,626,1266,1296
76526,15.82,6.7,99.38,8.05,611,1285,1315
76621,15.98,7.99,99.38,8.06,595,1296,1326
76716,15.99,9.99,99.38,8.07,572,1329,1360
76812,15.46,13.63,99.38,8.09,563,1337,1368
76906,15.58,14.81,99.38,8.11,574,1340,1371
77001,15.67,16.33,99.38,8.12,607,1298,1328
77096,15.86,9.99,99.37,8.13,624,1266,1296
77191,15.7,7.29,99.37,8.14,615,1264,1294
77286,15.98,5.99,99.37,8.15,607,1277,1307
77381,15.87,8.46,99.37,8.16,592,1292,1322
77476,15.75,8.7,99.37,8.17,577,1305,1335
77571,15.91,11.63,99.37,8.18,564,1314,1345
77666,15.48,12.1,99.37,8.19,560,1316,1347
77761,15.55,13.4,99.37,8.21,574,1312,1343
77856,15.63,12.57,99.37,8.22,597,1275,1305
77951,15.62,8.81,99.37,8.23,624,1264,1294
78046,15.94,8.58,99.37,8.24,614,1260,1289
78140,15.72,5.41,99.37,8.25,597,1266,1296
78235,15.99,7.99,99.36,8.26,571,1277,1307
78330,15.6,8.93,99.36,8.27,535,1294,1324
78425,15.75,12.1,99.36,8.28,504,1304,1334
78520,15.84,11.75,99.36,8.29,493,1308,1339
78615,15.79,11.87,99.36,8.31,505,1305,1335
78710,15.65,11.16,99.36,8.32,523,1292,1322
78805,15.98,7.87,99.36,8.33,551,1281,1311
78901,15.75,8.46,99.36,8.34,576,1277,1307
78994,15.8,8.34,99.36,8.35,595,1276,1306
79090,15.75,7.17,99.36,8.36,604,1277,1307
79185,15.84,7.17,99.36,8.36,608,1280,1310
79280,15.77,9.99,99.36,8.37,603,1286,1316
79375,15.55,10.22,99.35,8.39,594,1292,1322
79470,15.62,13.51,99.35,8.4,586,1292,1322
79565,15.48,10.46,99.35,8.41,585,1291,1321
79659,15.82,9.52,99.35,8.42,584,1289,1319
79755,15.65,10.22,99.35,8.43,588,1285,1315
79849,15.67,10.46,99.35,8.45,588,1264,1294
79945,15.96,7.29,99.35,8.45,590,1259,1288
80039,15.56,7.87,99.35,8.46,577,1280,1310
80134,15.92,9.28,99.35,8.47,561,1300,1330
80229,15.55,13.63,99.35,8.49,542,1302,1332
80385,15.41,10.11,99.35,8.5,528,1304,1334
80490,15.68,9.17,99.35,8.51,528,1296,1326
80514,15.72,12.1,99.34,8.52,533,1296,1326
80609,15.31,10.46,99.34,8.53,547,1293,1323
80704,15.72,11.28,99.34,8.55,561,1231,1260
80799,16.08,4.47,99.34,8.55,572,1241,1270
80893,15.94,5.64,99.34,8.56,567,1287,1317
80989,15.84,9.05,99.34,8.57,543,1301,1331
81084,15.89,11.99,99.34,8.58,515,1305,1335
81178,15.34,12.22,99.34,8.6,500,1305,1335
81273,15.48,11.16,99.34,8.61,500,1305,1335
81369,15.67,10.69,99.34,8.62,508,1300,1330
81463,15.94,10.58,99.34,8.63,524,1297,1327
81558,15.77,9.4,99.34,8.64,546,1256,1285
81654,15.82,7.4,99.33,8.65,569,1222,1251
81748,15.8,5.05,99.33,8.66,577,1263,1292
81843,15.5,8.23,99.33,8.66,561,1305,1335
81938,15.22,14.81,99.33,8.68,539,1305,1335
82033,15.38,11.28,99.33,8.69,518,1305,1335
82128,15.65,11.28,99.33,8.71,514,1308,1339
82223,15.7,11.52,99.33,8.72,521,1305,1335
82318,15.39,10.69,99.33,8.73,541,1270,1300
82413,15.7,7.87,99.33,8.74,564,1240,1269
82508,15.92,6.35,99.33,8.75,580,1231,1260
82603,16.1,5.17,99.33,8.75,574,1259,1288
82698,15.7,8.23,99.33,8.76,552,1280,1310
82793,15.34,11.16,99.33,8.77,513,1288,1318
82887,15.84,9.4,99.32,8.78,491,1289,1319
82983,15.68,10.81,99.32,8.8,504,1289,1319
83077,15.74,10.11,99.32,8.81,516,1292,1322
83172,15.87,9.17,99.32,8.82,521,1289,1319
83268,15.8,8.58,99.32,8.83,532,1261,1290
83362,15.7,7.64,99.32,8.84,539,1264,1294
83457,15.77,7.52,99.32,8.84,539,1274,1304
83552,15.6,8.81,99.32,8.85,530,1285,1315
83647,15.86,9.87,99.32,8.87,514,1293,1323
83742,15.63,11.4,99.32,8.88,503,1297,1327
83837,15.65,9.4,99.32,8.89,500,1297,1327
83932,15.55,9.17,99.32,8.9,502,1297,1327
84027,15.29,11.4,99.31,8.91,513,1296,1326
84122,15.53,10.69,99.31,8.92,522,1296,1326
84217,15.84,10.46,99.31,8.93,538,1292,1322
84312,15.34,10.58,99.31,8.95,556,1270,1300
84407,15.55,8.58,99.31,8.96,576,1265,1295
84502,15.79,7.29,99.31,8.96,582,1278,1308
84597,15.68,7.52,99.31,8.97,582,1292,1322
84692,15.63,10.34,99.31,8.98,575,1294,1324
84787,16.08,8.58,99.31,8.99,570,1296,1326
84882,15.7,11.87,99.31,9.01,568,1296,1326
84977,15.31,11.28,99.31,9.02,573,1293,1323
85072,15.6,10.69,99.31,9.03,581,1272,1302
85167,15.65,7.4,99.3,9.04,588,1260,1289
85261,15.86,6.93,99.3,9.05,588,1268,1298
85356,16.04,5.99,99.3,9.05,575,1284,1314
85451,15.58,9.64,99.3,9.06,553,1296,1326
85546,15.8,10.22,99.3,9.08,532,1304,1334
85641,15.77,10.69,99.3,9.09,518,1308,1339
85736,15.8,10.46,99.3,9.1,515,1308,1339
85831,15.46,11.99,99.3,9.11,524,1306,1337
85926,15.46,11.52,99.3,9.13,542,1304,1334
86021,15.56,10.34,99.3,9.14,571,1277,1307
86116,15.74,7.99,99.3,9.15,604,1272,1302
86211,15.96,8.46,99.3,9.15,625,1272,1302
86306,15.92,8.46,99.3,9.16,617,1282,1312
86401,16.03,7.87,99.29,9.17,598,1297,1327
86496,15.38,10.46,99.29,9.18,584,1312,1343
86591,15.68,14.22,99.29,9.2,573,1313,1344
86686,15.34,13.87,99.29,9.22,576,1272,1302
86781,15.94,7.17,99.29,9.22,592,1267,1297
86876,15.8,7.76,99.29,9.23,603,1268,1298
86971,15.84,7.64,99.29,9.24,603,1272,1302
87066,15.91,5.05,99.29,9.25,592,1274,1304
87161,15.67,8.81,99.29,9.26,573,1286,1316
87256,15.63,8.34,99.29,9.27,550,1294,1324
87350,15.44,11.52,99.29,9.28,533,1297,1327
87446,15.7,9.05,99.29,9.29,522,1297,1327
87540,15.65,11.05,99.28,9.3,518,1296,1326
87635,15.82,7.29,99.28,9.31,525,1293,1323
87730,15.38,11.4,99.28,9.32,530,1292,1322
87825,15.56,7.64,99.28,9.33,547,1292,1322
87920,15.99,7.87,99.28,9.34,560,1289,1319
88015,15.63,8.7,99.28,9.35,572,1273,1303
88110,15.94,5.52,99.28,9.35,587,1273,1303
88205,15.6,7.87,99.28,9.36,592,1275,1305
88300,15.89,8.34,99.28,9.37,585,1278,1308
88395,16.08,7.99,99.28,9.38,575,1282,1312
88490,15.79,8.93,99.28,9.39,565,1287,1317
88585,15.5,11.16,99.28,9.4,552,1289,1319
88679,15.92,9.87,99.28,9.41,544,1289,1319
88775,15.7,9.75,99.27,9.43,539,1289,1319
88869,15.92,9.28,99.27,9.44,538,1289,1319
88965,15.68,9.75,99.27,9.45,537,1289,1319
89059,15.53,11.16,99.27,9.46,543,1289,1319
89154,15.62,9.64,99.27,9.47,549,1288,1318
89250,15.86,9.28,99.27,9.48,554,1288,1318
89344,16.01,8.34,99.27,9.49,555,1288,1318
89439,15.55,9.64,99.27,9.5,560,1289,1319
89534,15.55,10.58,99.27,9.51,558,1289,1319
89629,15.53,9.64,99.27,9.52,556,1289,1319
89724,15.86,10.11,99.27,9.53,560,1289,1319
89819,15.91,9.87,99.27,9.54,559,1289,1319
89914,15.8,9.64,99.26,9.56,559,1289,1319
90009,15.86,9.17,99.26,9.57,560,1289,1319
90104,15.72,8.58,99.26,9.58,561,1289,1319
90199,15.82,9.99,99.26,9.59,558,1290,1320
90294,15.32,12.1,99.26,9.6,563,1292,1322
90389,15.65,9.75,99.26,9.61,562,1292,1322
90483,16.15,6.23,99.26,9.62,564,1293,1323
90579,15.65,9.87,99.26,9.63,569,1292,1322
90673,16.01,9.52,99.26,9.64,572,1292,1322
90768,15.72,9.64,99.26,9.65,576,1292,1322
90863,15.77,10.11,99.26,9.66,582,1292,1322
90959,15.62,9.4,99.26,9.67,584,1292,1322
91054,15.75,10.22,99.26,9.68,588,1292,1322
91149,15.62,9.17,99.25,9.69,591,1292,1322
91244,15.55,9.28,99.25,9.7,590,1292,1322
91339,15.92,10.69,99.25,9.72,592,1292,1322
91433,15.8,9.64,99.25,9.73,596,1292,1322
91529,15.44,11.16,99.25,9.74,599,1292,1322
91623,15.74,10.93,99.25,9.75,601,1292,1322
91718,15.63,10.69,99.25,9.76,603,1286,1316
91814,15.89,9.99,99.25,9.77,601,1284,1314
91908,16.06,7.99,99.25,9.78,602,1284,1314
92003,15.72,8.7,99.25,9.79,598,1284,1314
92099,15.74,9.52,99.25,9.8,593,1285,1315
92192,15.55,9.17,99.25,9.81,584,1285,1315
92288,15.75,9.05,99.24,9.82,578,1285,1315
92383,15.67,9.99,99.24,9.83,571,1285,1315
92478,15.58,10.11,99.24,9.85,564,1285,1315
92572,15.92,8.58,99.24,9.85,560,1285,1315
92667,15.89,9.05,99.24,9.86,551,1285,1315
92763,15.6,9.64,99.24,9.88,549,1285,1315
92858,15.58,9.17,99.24,9.89,547,1285,1315
92953,15.44,10.81,99.24,9.9,544,1289,1319
93047,15.44,11.28,99.24,9.91,543,1288,1318
93143,15.84,9.64,99.24,9.92,544,1286,1316
93237,16.01,7.64,99.24,9.93,546,1284,1314
93332,15.58,9.87,99.24,9.94,547,1282,1312
93427,15.63,8.81,99.23,9.95,545,1281,1311
93522,15.67,7.99,99.23,9.96,544,1284,1314
93617,15.7,9.28,99.23,9.97,538,1287,1317
93712,15.46,10.11,99.23,9.98,534,1288,1318
93807,15.75,10.11,99.23,9.99,532,1288,1318
93902,15.51,11.75,99.23,10,530,1288,1318
93997,15.79,9.17,99.23,10.01,532,1288,1318
94092,15.53,10.22,99.23,10.03,531,1284,1314
94187,15.56,9.52,99.23,10.04,534,1280,1310
94283,15.8,11.28,99.23,10.05,530,1280,1310
94376,15.87,7.99,99.23,10.06,531,1285,1315
94472,15.68,7.87,99.23,10.07,520,1291,1321
94567,15.79,9.87,99.22,10.08,520,1292,1322
94661,15.82,9.52,99.22,10.09,518,1291,1321
94757,15.44,11.4,99.22,10.1,522,1291,1321
94852,15.79,9.28,99.22,10.11,526,1291,1321
94946,15.67,9.28,99.22,10.12,533,1289,1319
95041,15.7,11.28,99.22,10.13,544,1276,1306
95137,15.8,9.05,99.22,10.14,548,1277,1307
95231,15.8,8.58,99.22,10.15,547,1289,1319
95327,15.84,8.46,99.22,10.16,549,1294,1324
95421,15.17,12.1,99.22,10.18,545,1296,1326
95517,15.6,10.11,99.22,10.19,547,1296,1326
95611,15.75,11.75,99.22,10.2,550,1296,1326
95706,15.62,11.4,99.21,10.21,557,1293,1323
95801,15.75,11.4,99.21,10.23,568,1282,1312
95896,15.36,9.87,99.21,10.24,575,1273,1303
95991,15.68,9.87,99.21,10.25,575,1273,1303
96087,15.8,7.29,99.21,10.26,571,1285,1315
96181,15.43,9.64,99.21,10.27,563,1289,1319
96276,15.68,10.93,99.21,10.28,549,1292,1322
96371,15.86,9.52,99.21,10.29,539,1294,1324
96466,15.79,9.64,99.21,10.3,530,1294,1324
96561,15.62,9.4,99.21,10.31,534,1294,1324
96656,15.8,10.11,99.21,10.32,537,1293,1323
96751,15.84,11.52,99.2,10.34,540,1293,1323
96845,15.91,10.34,99.2,10.35,551,1292,1322
96941,15.6,10.93,99.2,10.36,557,1288,1318
97036,15.8,9.64,99.2,10.37,565,1287,1317
97131,15.6,9.17,99.2,10.38,571,1288,1318
97226,15.63,8.46,99.2,10.39,573,1288,1318
97321,15.58,10.69,99.2,10.4,576,1288,1318
97415,15.6,9.4,99.2,10.41,577,1288,1318
97511,15.7,8.81,99.2,10.42,577,1289,1319
97606,15.67,11.16,99.2,10.43,578,1291,1321
97700,15.87,8.46,99.2,10.44,579,1292,1322
97795,15.53,10.22,99.2,10.45,581,1293,1323
97890,15.74,11.75,99.19,10.47,584,1292,1322
97985,15.94,9.28,99.19,10.48,590,1292,1322
98080,15.72,10.46,99.19,10.49,595,1292,1322
98175,15.38,11.05,99.19,10.5,599,1292,1322
98270,15.62,11.52,99.19,10.51,601,1275,1305
98365,15.96,7.52,99.19,10.52,605,1274,1304
98460,15.77,7.17,99.19,10.53,602,1277,1307
98555,16.03,5.88,99.19,10.54,591,1284,1314
98650,15.62,10.34,99.19,10.55,575,1288,1318
98745,15.55,11.16,99.19,10.56,561,1292,1322
98840,15.5,9.64,99.19,10.57,548,1293,1323
98935,15.86,9.99,99.19,10.58,540,1293,1323
99030,15.5,10.81,99.19,10.59,541,1293,1323
99125,15.84,9.75,99.18,10.61,540,1293,1323
99219,15.65,10.81,99.18,10.62,548,1292,1322
99314,15.6,12.22,99.18,10.63,556,1292,1322
99409,15.68,9.87,99.18,10.64,562,1292,1322
99504,15.63,11.16,99.18,10.65,569,1292,1322
99599,15.77,10.46,99.18,10.67,569,1287,1317
99694,15.89,8.58,99.18,10.68,572,1288,1318
99789,15.72,9.4,99.18,10.69,576,1288,1318
